"city","date","day.of.week","time","time.hour","lat","lng","subject.age","subject.race","subject.sex","violation","outcome","vehicle.make","vehicle.colour","vehicle.year"
"sa","2013-11-29","Friday","11:18:00",11.3,29.580199,-98.6562828,29,"hispanic","male","SPEEDING-POSTED LIMIT|IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","other","white",2008
"sa","2014-03-21","Friday","01:06:00",1.1,29.4892511,-98.575154,26,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","white",2010
"sa","2017-11-01","Wednesday","15:39:00",15.65,29.5432405,-98.5506647,23,"hispanic","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|SPEEDING-POSTED LIMIT|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","black",2015
"sa","2013-02-19","Tuesday","11:53:00",11.8833333333333,29.3680665,-98.5108538,20,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","silver",2013
"sa","2013-03-12","Tuesday","16:59:00",16.9833333333333,29.3252279,-98.598452,30,"hispanic","male","FAILURE TO DISPLAY VALID LICENSE PLATE|SPEEDING-POSTED LIMIT","citation","ford","white",2004
"sa","2017-04-12","Wednesday","17:40:00",17.6666666666667,29.4468929,-98.6026194,51,"white","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","chevrolet","other",2003
"sa","2014-07-21","Monday","13:52:00",13.8666666666667,29.3948125,-98.3884677,41,"white","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","ford","other",1998
"sa","2012-12-19","Wednesday","09:14:00",9.23333333333333,29.4040082,-98.6253236,58,"white","male","IMPROPER LANE CHANGE -SIGNAL","citation","other","white",2010
"sa","2014-05-30","Friday","14:19:00",14.3166666666667,29.4172184,-98.5023439,38,"hispanic","female","USE OF A WIRELESS COMMUNICATION DEVICE IN A SCHOOL CROSSING ZONE/SCHOOL PROPERTY","citation","ford","black",2005
"sa","2018-05-09","Wednesday","15:44:00",15.7333333333333,29.601493,-98.3638699,51,"black","male","SPEEDING-POSTED LIMIT","citation","other","white",2018
"sa","2018-05-10","Thursday","11:24:00",11.4,29.2723438,-98.4723471,29,"black","female","SPEEDING-POSTED LIMIT","citation","other","other",2011
"sa","2016-06-27","Monday","19:21:00",19.35,29.4449519,-98.5226739,24,"hispanic","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","other","black",2015
"sa","2017-02-02","Thursday","11:28:00",11.4666666666667,29.4389199,-98.3785121,21,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","white",2011
"sa","2013-12-15","Sunday","21:37:00",21.6166666666667,29.4169091,-98.4800119,65,"white","male","SPEEDING-POSTED LIMIT","citation","other","silver",1995
"sa","2014-01-10","Friday","22:10:00",22.1666666666667,29.5579256,-98.472141,30,"white","female","SPEEDING-POSTED LIMIT","citation","other","other",2012
"sa","2013-09-07","Saturday","17:50:00",17.8333333333333,29.413354,-98.4322416,30,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","silver",2007
"sa","2017-10-23","Monday","14:47:00",14.7833333333333,29.3059445,-98.4729784,38,"white","male","SPEEDING-POSTED LIMIT","citation","toyota","gray",2017
"sa","2016-06-21","Tuesday","13:40:00",13.6666666666667,29.5255614,-98.4409726,17,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","other",2005
"sa","2018-05-09","Wednesday","21:36:00",21.6,29.5572487,-98.6272365,22,"white","female","USE OF WIRELESS COMMUNICATION DEVICE FORELECTRONIC MESSAGING","citation","other","silver",2012
"sa","2015-09-23","Wednesday","16:55:00",16.9166666666667,29.4247962,-98.4816434,33,"white","male","FOLLOWING TOO CLOSELY|IMPROPER LANE CHANGE|SPEEDING-POSTED LIMIT","citation","honda","gray",2008
"sa","2013-09-08","Sunday","12:06:00",12.1,29.5672046,-98.4131158,26,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","other",2011
"sa","2014-05-18","Sunday","17:43:00",17.7166666666667,29.395694,-98.3916336,67,"hispanic","male","FAIL TO CHANGE ADDRESS ON LICENSE|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","ford","white",1989
"sa","2016-05-16","Monday","18:09:00",18.15,29.5650883,-98.5917656,64,"hispanic","female","SPEEDING-POSTED LIMIT","citation","honda","other",2015
"sa","2016-08-26","Friday","08:11:00",8.18333333333333,29.4241219,-98.4936282,37,"hispanic","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|SPEEDING IN SCHOOL ZONE|FAILURE TO DISPLAY DRIVER'S LICENSE","citation","other","white",2011
"sa","2019-05-17","Friday","11:04:00",11.0666666666667,29.3528029,-98.5290482,21,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","other","other",2002
"sa","2016-02-18","Thursday","11:42:00",11.7,29.415145,-98.5906487,18,"hispanic","female","SPEEDING-POSTED LIMIT","citation","ford","black",2000
"sa","2016-07-17","Sunday","15:36:00",15.6,29.450037,-98.4058801,42,"white","male","IMPROPER LANE CHANGE|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","chevrolet","white",2013
"sa","2015-12-21","Monday","09:15:00",9.25,29.5150378,-98.4409672,29,"white","female","SPEEDING-POSTED LIMIT","citation","other","silver",2015
"sa","2015-07-23","Thursday","11:20:00",11.3333333333333,29.5650883,-98.5917656,40,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","white",2001
"sa","2017-01-13","Friday","11:10:00",11.1666666666667,29.3528029,-98.5290482,20,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","chevrolet","other",2004
"sa","2014-02-24","Monday","17:11:00",17.1833333333333,29.528961,-98.5714558,19,"white","male","SPEEDING-POSTED LIMIT","citation","other","other",2006
"sa","2012-10-05","Friday","02:44:00",2.73333333333333,29.520108,-98.4920612,25,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","black",1998
"sa","2015-09-05","Saturday","18:41:00",18.6833333333333,29.5432405,-98.5506647,22,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","black",2015
"sa","2012-07-01","Sunday","16:38:00",16.6333333333333,29.6088917,-98.6024168,49,"black","male","SPEEDING-POSTED LIMIT","citation","other","other",2012
"sa","2013-11-22","Friday","10:11:00",10.1833333333333,29.450037,-98.4058801,38,"black","male","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2012
"sa","2015-08-07","Friday","02:25:00",2.41666666666667,29.5213666,-98.5659593,23,"white","male","NO BRAKE LIGHTS|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","gray",2008
"sa","2014-06-14","Saturday","17:19:00",17.3166666666667,29.4971079,-98.4265253,27,"white","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","chevrolet","other",2005
"sa","2012-03-02","Friday","12:36:00",12.6,29.450037,-98.4058801,24,"white","male","SPEEDING-POSTED LIMIT","citation","other","black",2007
"sa","2019-07-06","Saturday","08:58:00",8.96666666666667,29.5242893,-98.3922345,34,"white","male","SPEEDING-POSTED LIMIT","citation","toyota","other",2016
"sa","2013-11-02","Saturday","23:48:00",23.8,29.4789036,-98.5431876,18,"hispanic","male","IMPROPER LANE CHANGE","citation","other","black",2003
"sa","2015-09-22","Tuesday","15:05:00",15.0833333333333,29.370574,-98.5340334,65,"hispanic","female","SPEEDING IN SCHOOL ZONE","citation","other","other",2013
"sa","2013-01-06","Sunday","22:20:00",22.3333333333333,29.6712566,-98.158275,26,"black","female","SPEEDING-POSTED LIMIT","citation","other","other",2007
"sa","2013-10-26","Saturday","20:06:00",20.1,29.3528029,-98.5290482,61,"white","female","SPEEDING-POSTED LIMIT","citation","chevrolet","white",2005
"sa","2016-06-19","Sunday","04:05:00",4.08333333333333,29.4526658,-98.5240104,26,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","honda","white",2004
"sa","2016-11-03","Thursday","12:30:00",12.5,29.3638748,-98.5214317,20,"white","female","SPEEDING-POSTED LIMIT","citation","toyota","silver",2008
"sa","2016-07-28","Thursday","18:04:00",18.0666666666667,29.5018809,-98.3985141,55,"black","female","SPEEDING-POSTED LIMIT","citation","other","black",2015
"sa","2012-10-31","Wednesday","06:49:00",6.81666666666667,29.5650883,-98.5917656,66,"white","male","FAIL TO YIELD RIGHT OF WAY TO EMERGENCYVEHICLE (9-75)","citation","chevrolet","other",2008
"sa","2013-12-09","Monday","04:25:00",4.41666666666667,29.4423675,-98.5526303,20,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|DISREGARD RED LIGHT","citation","other","black",2005
"sa","2015-08-14","Friday","16:15:00",16.25,29.3528029,-98.5290482,48,"hispanic","female","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","chevrolet","other",2005
"sa","2014-11-23","Sunday","17:10:00",17.1666666666667,29.4247962,-98.4816434,39,"black","male","SPEEDING-POSTED LIMIT","citation","other","black",2012
"sa","2014-10-30","Thursday","08:37:00",8.61666666666667,29.5027616,-98.5069881,18,"white","male","SPEEDING IN SCHOOL ZONE","citation","honda","black",1999
"sa","2016-12-13","Tuesday","08:01:00",8.01666666666667,29.4276638,-98.5269847,44,"hispanic","male","OPERATING ACROSS PRIVATE PROPERTY (RIGHTOR LEFT TURN)","citation","other","gray",2008
"sa","2017-04-18","Tuesday","06:44:00",6.73333333333333,29.2634729,-98.5805677,46,"hispanic","male","SPEEDING-POSTED LIMIT","citation","toyota","black",2014
"sa","2019-09-02","Monday","23:41:00",23.6833333333333,29.5650883,-98.5917656,24,"white","female","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","other","black",2018
"sa","2014-10-19","Sunday","09:47:00",9.78333333333333,29.4745506,-98.6002626,22,"white","male","SPEEDING-POSTED LIMIT","citation","other","other",2008
"sa","2014-04-02","Wednesday","11:21:00",11.35,29.508333,-98.1662711,58,"white","male","SPEEDING-POSTED LIMIT|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","chevrolet","gray",2008
"sa","2015-05-25","Monday","13:13:00",13.2166666666667,29.438232,-98.3807313,27,"white","male","SPEEDING-POSTED LIMIT","citation","chevrolet","gray",2014
"sa","2013-09-03","Tuesday","13:13:00",13.2166666666667,29.62358,-98.4615753,24,"white","male","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2007
"sa","2016-02-10","Wednesday","16:09:00",16.15,29.3456125,-98.5279576,27,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|DISREGARD STOP SIGN","citation","other","black",1997
"sa","2012-10-19","Friday","15:48:00",15.8,29.4636657,-98.536628,66,"hispanic","female","SPEEDING IN SCHOOL ZONE","citation","honda","other",1999
"sa","2017-07-29","Saturday","13:10:00",13.1666666666667,29.5650883,-98.5917656,46,"hispanic","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","other","white",2015
"sa","2012-02-13","Monday","12:27:00",12.45,29.5201085,-98.4913626,20,"white","female","SPEEDING-POSTED LIMIT","citation","other","other",2004
"sa","2012-04-17","Tuesday","08:32:00",8.53333333333333,29.5247121,-98.69004,25,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","black",2010
"sa","2013-09-11","Wednesday","13:34:00",13.5666666666667,29.5201085,-98.4913626,28,"white","female","SPEEDING-POSTED LIMIT","citation","other","other",2003
"sa","2017-05-18","Thursday","13:52:00",13.8666666666667,29.41021,-98.650799,42,"hispanic","female","SPEEDING-POSTED LIMIT","citation","toyota","other",2012
"sa","2019-03-06","Wednesday","14:00:00",14,29.5432405,-98.5506647,19,"white","male","SPEEDING-POSTED LIMIT","citation","toyota","gray",2004
"sa","2015-03-11","Wednesday","00:24:00",0.4,29.458313,-98.627177,32,"hispanic","male","SPEEDING-POSTED LIMIT|IMPROPER RIGHT OR LEFT TURN - SIGNAL|WINDSHIELD OBSTRUCTED-MATERIAL OR OBJECTAFFIXED","citation","other","other",2006
"sa","2015-05-19","Tuesday","15:58:00",15.9666666666667,29.2883017,-98.4752303,20,"hispanic","male","OBEDIENCE TO RAISED PAVEMENT MARKERS|IMPROPER LANE CHANGE|SPEEDING-POSTED LIMIT","citation","ford","other",2012
"sa","2015-12-13","Sunday","15:37:00",15.6166666666667,29.43026,-98.493655,20,"white","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","ford","other",2001
"sa","2016-02-03","Wednesday","02:33:00",2.55,29.4248363,-98.5011962,37,"white","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|DISREGARD RED LIGHT","citation","other","other",2000
"sa","2013-03-13","Wednesday","01:20:00",1.33333333333333,29.3995023,-98.4523919,58,"black","male","POSSESSION OF OPEN CONTAINER","citation","toyota","other",1993
"sa","2015-09-29","Tuesday","11:04:00",11.0666666666667,29.4740871,-98.5445686,81,"hispanic","female","SPEEDING-POSTED LIMIT","citation","toyota","other",2004
"sa","2013-02-06","Wednesday","19:50:00",19.8333333333333,29.35776,-98.524687,45,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","black",2010
"sa","2019-01-19","Saturday","09:58:00",9.96666666666667,29.610086,-98.4195398,23,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","black",2018
"sa","2019-05-29","Wednesday","09:03:00",9.05,29.5396322,-98.5518802,34,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","black",2014
"sa","2019-05-14","Tuesday","22:31:00",22.5166666666667,29.3254828,-98.5267112,21,"white","male","DISREGARD STOP SIGN","citation","ford","black",2001
"sa","2013-03-18","Monday","13:06:00",13.1,29.4962833,-98.4917131,45,"other","male","SPEEDING-POSTED LIMIT","citation","toyota","black",2003
"sa","2012-04-13","Friday","07:49:00",7.81666666666667,29.62358,-98.4615753,33,"hispanic","male","FAILURE TO DISPLAY VALID LICENSE PLATE|FOLLOWING TOO CLOSELY","citation","honda","white",1999
"sa","2015-12-20","Sunday","10:00:00",10,29.520108,-98.4920612,37,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","black",2014
"sa","2016-05-26","Thursday","21:49:00",21.8166666666667,29.5878119,-98.5142008,22,"white","female","SPEEDING-POSTED LIMIT","citation","other","other",2000
"sa","2014-05-01","Thursday","08:16:00",8.26666666666667,29.4591687,-98.5851541,27,"hispanic","female","FAIL TO CHANGE ADDRESS ON LICENSE|SPEEDING-POSTED LIMIT","citation","other","other",2008
"sa","2018-08-30","Thursday","15:37:00",15.6166666666667,29.5675904,-98.5799712,81,"white","female","SPEEDING IN SCHOOL ZONE","citation","other","silver",2003
"sa","2019-11-07","Thursday","15:25:00",15.4166666666667,29.3723518470001,-98.501865584,44,"white","female","POSSESSION OF OPEN CONTAINER","arrest","ford","white",1994
"sa","2019-02-14","Thursday","13:21:00",13.35,29.5672046,-98.4131158,52,"hispanic","male","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2007
"sa","2015-01-19","Monday","17:29:00",17.4833333333333,29.374907,-98.4292205,18,"hispanic","male","FAILURE TO DISPLAY DRIVER'S LICENSE|SPEEDING-POSTED LIMIT","citation","other","silver",2006
"sa","2019-01-24","Thursday","07:05:00",7.08333333333333,29.3723729,-98.4804566,28,"hispanic","female","SPEEDING IN SCHOOL ZONE","citation","honda","white",2017
"sa","2014-07-22","Tuesday","19:26:00",19.4333333333333,29.450037,-98.4058801,25,"white","male","SPEEDING-POSTED LIMIT|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","other",2000
"sa","2014-10-07","Tuesday","10:23:00",10.3833333333333,29.4742113,-98.6963234,25,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",2014
"sa","2012-02-15","Wednesday","13:14:00",13.2333333333333,29.522276,-98.4460132,36,"white","female","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2004
"sa","2016-11-24","Thursday","14:30:00",14.5,29.4994132,-98.5776285,18,"white","male","SPEEDING-POSTED LIMIT","citation","other","silver",2009
"sa","2017-06-21","Wednesday","17:05:00",17.0833333333333,29.358988,-98.561479,19,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","other","other",2010
"sa","2013-09-21","Saturday","17:55:00",17.9166666666667,29.5637441,-98.486703,45,"white","male","IMPROPER RIGHT OR LEFT TURN - SIGNAL|DISREGARD STOP SIGN","citation","other","gray",2002
"sa","2016-08-20","Saturday","15:07:00",15.1166666666667,29.5848319,-98.4505293,20,"white","female","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","other","other",2009
"sa","2013-09-11","Wednesday","08:04:00",8.06666666666667,29.3713963,-98.5340469,71,"hispanic","male","SPEEDING IN SCHOOL ZONE","citation","honda","other",2005
"sa","2013-05-13","Monday","10:34:00",10.5666666666667,29.520108,-98.4920612,29,"hispanic","male","SPEEDING-POSTED LIMIT|OPERATING A MOTOR VEHICLE WITHOUT CORRECTIVE LENSES","citation","ford","silver",2003
"sa","2013-10-03","Thursday","16:38:00",16.6333333333333,29.616243,-98.478327,50,"white","female","SPEEDING-POSTED LIMIT","citation","other","white",2013
"sa","2014-11-14","Friday","15:41:00",15.6833333333333,29.3966493,-98.5151096,26,"hispanic","male","SPEEDING IN SCHOOL ZONE|UNSAFE SPEED|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","chevrolet","black",1993
"sa","2013-05-02","Thursday","16:28:00",16.4666666666667,29.5175251,-98.5340886,49,"white","female","SPEEDING IN SCHOOL ZONE","citation","honda","silver",2003
"sa","2014-08-03","Sunday","07:09:00",7.15,29.413354,-98.4322416,20,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",2009
"sa","2012-10-21","Sunday","01:51:00",1.85,29.3568149,-98.5436218,18,"white","female","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)","citation","other","other",2011
"sa","2017-12-12","Tuesday","12:21:00",12.35,29.4787098,-98.4334844,77,"black","female","SPEEDING-POSTED LIMIT","citation","other","black",2006
"sa","2015-07-20","Monday","21:10:00",21.1666666666667,29.6803551,-98.1466172,18,"white","female","SPEEDING-POSTED LIMIT","citation","honda","black",2012
"sa","2018-03-01","Thursday","06:00:00",6,29.5156904,-98.4307947,27,"hispanic","male","SPEEDING-POSTED LIMIT","citation","chevrolet","other",1997
"sa","2013-01-26","Saturday","23:35:00",23.5833333333333,29.4239763,-98.4890325,22,"white","male","IMPROPER RIGHT OR LEFT TURN - SIGNAL|IMPROPER LANE CHANGE -SIGNAL|WRONG WAY ONE-WAY STREET","citation","ford","black",2006
"sa","2017-01-24","Tuesday","15:48:00",15.8,29.4666351,-98.5673004,30,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|SPEEDING IN SCHOOL ZONE","citation","other","other",2007
"sa","2016-11-15","Tuesday","13:32:00",13.5333333333333,29.6088917,-98.6024168,50,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","black",2008
"sa","2013-10-07","Monday","19:01:00",19.0166666666667,29.4847852,-98.4303333,40,"white","male","SPEEDING-POSTED LIMIT","citation","other","white",2007
"sa","2012-11-02","Friday","21:19:00",21.3166666666667,29.450037,-98.4058801,33,"hispanic","male","SPEEDING-POSTED LIMIT|FOLLOWING TOO CLOSELY|IMPROPER LANE CHANGE -SIGNAL","citation","other","gray",2005
"sa","2014-12-13","Saturday","08:57:00",8.95,29.4477524,-98.5518817,27,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","ford","silver",2001
"sa","2015-10-19","Monday","02:25:00",2.41666666666667,29.4915808,-98.5563818,26,"hispanic","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|DRIVING WHILE LICENSE INVALID","citation","other","other",2003
"sa","2012-10-15","Monday","07:56:00",7.93333333333333,29.5099117,-98.3819783,31,"hispanic","male","SPEEDING IN SCHOOL ZONE","citation","other","white",2011
"sa","2019-02-27","Wednesday","14:00:00",14,29.4427962,-98.4993147,30,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","ford","white",2011
"sa","2013-03-09","Saturday","16:01:00",16.0166666666667,29.4382722,-98.4880333,21,"hispanic","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","other","other",2006
"sa","2014-05-06","Tuesday","14:53:00",14.8833333333333,29.39878,-98.549081,18,"white","male","SPEEDING IN SCHOOL ZONE","citation","other","silver",1999
"sa","2012-05-02","Wednesday","15:58:00",15.9666666666667,29.4383616,-98.4488846,40,"hispanic","male","DRIVING ON LEFT - IMPROVED SHOULDER|SPEEDING-POSTED LIMIT","citation","other","other",2005
"sa","2019-05-29","Wednesday","09:18:00",9.3,29.6088917,-98.6024168,28,"white","male","SPEEDING-POSTED LIMIT|FOLLOWING TOO CLOSELY","citation","other","gray",2018
"sa","2013-09-04","Wednesday","09:22:00",9.36666666666667,29.4063982,-98.6179241,19,"hispanic","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|SPEEDING-POSTED LIMIT","citation","other","silver",2005
"sa","2013-10-06","Sunday","16:42:00",16.7,29.488624,-98.4007513,26,"asian/pacific islander","female","SPEEDING-POSTED LIMIT","citation","other","gray",2013
"sa","2016-07-06","Wednesday","10:59:00",10.9833333333333,29.5155568,-98.436151,27,"white","male","SPEEDING-POSTED LIMIT","citation","ford","white",2015
"sa","2019-11-18","Monday","14:43:00",14.7166666666667,29.3528029,-98.5290482,27,"hispanic","male","SPEEDING IN SCHOOL ZONE","citation","chevrolet","silver",2014
"sa","2012-06-27","Wednesday","21:07:00",21.1166666666667,29.645752,-98.4679034,31,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","silver",2002
"sa","2013-05-18","Saturday","17:36:00",17.6,29.491565,-98.3847295,17,"hispanic","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","other",2004
"sa","2018-09-20","Thursday","07:08:00",7.13333333333333,29.6009489,-98.3654914,34,"white","female","IMPROPER OVERTAKING ON RIGHT-GOING OFF ROADWAY","citation","other","silver",2010
"sa","2015-02-26","Thursday","10:57:00",10.95,29.3528029,-98.5290482,46,"white","male","OBEDIENCE TO RAISED PAVEMENT MARKERS","citation","other","other",2015
"sa","2016-06-04","Saturday","22:24:00",22.4,29.4842009,-98.594546,27,"hispanic","male","SPEEDING-POSTED LIMIT","citation","chevrolet","black",2010
"sa","2015-08-20","Thursday","17:52:00",17.8666666666667,29.518848,-98.473799,30,"hispanic","male","SPEEDING-POSTED LIMIT|IMPROPER LANE CHANGE -SIGNAL|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","chevrolet","white",2001
"sa","2019-09-01","Sunday","08:43:00",8.71666666666667,29.5513567,-98.430711,36,"hispanic","male","SPEEDING-POSTED LIMIT","citation","toyota","silver",2007
"sa","2016-05-05","Thursday","08:38:00",8.63333333333333,29.4784288,-98.6121968,49,"hispanic","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","gray",2004
"sa","2012-06-16","Saturday","17:11:00",17.1833333333333,29.62358,-98.4615753,41,"white","female","SPEEDING-POSTED LIMIT","citation","other","gray",2012
"sa","2018-09-24","Monday","10:05:00",10.0833333333333,29.4448964,-98.3595115,24,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","other",2004
"sa","2015-01-06","Tuesday","16:30:00",16.5,29.2702993,-98.4715111,22,"black","female","SPEEDING-POSTED LIMIT","citation","other","white",2008
"sa","2017-04-05","Wednesday","06:58:00",6.96666666666667,29.3962227,-98.4955798,18,"white","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","other","silver",2002
"sa","2019-03-19","Tuesday","12:21:00",12.35,29.520108,-98.4920612,20,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","gray",2014
"sa","2015-05-17","Sunday","20:32:00",20.5333333333333,29.5201085,-98.4913626,55,"black","male","SPEEDING-POSTED LIMIT","citation","other","silver",2006
"sa","2018-02-09","Friday","14:50:00",14.8333333333333,29.4842472,-98.507841,35,"hispanic","female","DRIVING WHILE LICENSE INVALID","citation","chevrolet","white",2005
"sa","2014-10-27","Monday","12:37:00",12.6166666666667,29.6647002,-98.1682921,24,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",1995
"sa","2013-01-12","Saturday","13:29:00",13.4833333333333,29.450037,-98.4058801,25,"white","male","SPEEDING-POSTED LIMIT","citation","ford","gray",2012
"sa","2016-10-24","Monday","17:43:00",17.7166666666667,29.3857569,-98.4306186,33,"white","male","DISREGARD STOP SIGN|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","ford","white",2003
"sa","2013-05-18","Saturday","23:57:00",23.95,29.4282387,-98.5694447,50,"hispanic","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","chevrolet","other",1997
"sa","2013-09-16","Monday","03:03:00",3.05,29.319733,-98.5228328,28,"other","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","ford","black",2006
"sa","2018-03-07","Wednesday","09:44:00",9.73333333333333,29.3562519,-98.5266003,40,"hispanic","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","honda","black",2008
"sa","2018-07-24","Tuesday","14:09:00",14.15,29.4899878,-98.5606,75,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",2009
"sa","2012-01-06","Friday","03:40:00",3.66666666666667,29.62358,-98.4615753,22,"black","female","SPEEDING-POSTED LIMIT|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|UNSAFE SPEED","citation","chevrolet","black",2008
"sa","2014-03-18","Tuesday","15:42:00",15.7,29.3528029,-98.5290482,43,"black","male","DISREGARD RED LIGHT|DRIVING WHILE LICENSE INVALID","citation","other","other",2008
"sa","2015-08-31","Monday","16:47:00",16.7833333333333,29.566545,-98.5822834,43,"hispanic","male","IMPROPER LANE CHANGE","citation","honda","white",2012
"sa","2020-05-21","Thursday","07:54:00",7.9,29.6449677,-98.4245752,37,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","gray",2012
"sa","2017-08-02","Wednesday","02:06:00",2.1,29.4437525,-98.5227981,37,"hispanic","female","DRIVING WHILE LICENSE INVALID|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","other","white",1998
"sa","2015-01-29","Thursday","20:59:00",20.9833333333333,29.3985922,-98.426799,23,"white","female","SPEEDING-POSTED LIMIT","citation","other","gray",2005
"sa","2017-04-07","Friday","08:27:00",8.45,29.4666351,-98.5673004,21,"hispanic","female","SPEEDING IN SCHOOL ZONE|FAILURE TO DISPLAY DRIVER'S LICENSE","citation","other","other",2012
"sa","2017-05-16","Tuesday","09:37:00",9.61666666666667,29.5919092,-98.5865877,62,"black","male","SPEEDING-POSTED LIMIT","citation","other","black",2017
"sa","2014-08-26","Tuesday","14:41:00",14.6833333333333,29.4907321,-98.5349856,39,"white","male","SPEEDING IN SCHOOL ZONE","citation","other","other",2014
